,region,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
331,west region,f,high school or below,8610.67,37823.32,111.0,0.0,corporate auto,suv,532.8
332,west region,f,college,2834.65,24506.0,71.0,0.0,personal auto,two-door car,511.2
333,north west,m,high school or below,8930.14,37823.32,82.0,0.0,personal auto,four-door car,554.52
334,central,f,college,5536.39,52220.0,70.0,1.0,personal auto,four-door car,336.0
335,central,m,high school or below,2840.85,37823.32,74.0,0.0,personal auto,two-door car,402.45
336,west region,m,college,8082.88,53554.0,67.0,0.0,personal auto,four-door car,327.02
337,west region,m,bachelor,5254.73,34476.0,67.0,1.0,corporate auto,four-door car,5.4
338,central,f,bachelor,5116.24,37823.32,70.0,0.0,personal auto,four-door car,131.4
339,west region,m,college,3034.65,68205.0,76.0,0.0,personal auto,two-door car,99.38
340,west region,f,high school or below,8024.9,37823.32,119.0,1.0,personal auto,suv,856.8
341,west region,m,high school or below,18211.14,53690.0,154.0,0.0,personal auto,suv,739.2
342,north west,m,high school or below,5121.56,37823.32,72.0,0.0,personal auto,four-door car,518.4
343,west region,f,high school or below,2150.18,37823.32,61.0,0.0,personal auto,four-door car,292.8
344,west region,f,high school or below,5595.39,74454.0,71.0,0.0,personal auto,four-door car,340.8
345,central,f,bachelor,7562.82,37823.32,73.0,0.0,personal auto,four-door car,350.4
346,north west,m,high school or below,5385.85,29664.0,71.0,0.0,personal auto,four-door car,340.8
347,east,f,doctor,2678.06,72450.0,66.0,0.0,corporate auto,four-door car,84.22
348,central,f,bachelor,9422.57,47272.0,79.0,3.0,personal auto,four-door car,64.55
349,north west,f,college,3605.86,21585.0,92.0,0.0,corporate auto,four-door car,441.6
350,west region,f,college,7762.59,23827.0,106.0,2.0,personal auto,four-door car,37.91
351,central,f,college,23444.9,69906.0,74.0,2.0,corporate auto,four-door car,202.86
352,west region,f,high school or below,2558.18,37823.32,72.0,0.0,corporate auto,four-door car,345.6
353,east,m,master,2654.38,73196.0,66.0,1.0,personal auto,four-door car,85.81
354,east,m,bachelor,2549.79,72217.0,6464.0,0.0,personal auto,four-door car,91.15
355,west region,m,high school or below,2969.59,46131.0,74.0,0.0,personal auto,two-door car,355.2
356,north west,f,master,4363.12,54514.0,109.0,3.0,personal auto,suv,286.23
357,west region,f,high school or below,5884.31,37823.32,161.0,0.0,personal auto,suv,1159.2
358,central,f,college,5272.19,96668.0,66.0,0.0,personal auto,four-door car,316.8
359,west region,m,doctor,5509.9,78879.0,69.0,1.0,personal auto,four-door car,466.57
360,central,m,college,16313.68,37823.32,69.0,0.0,personal auto,four-door car,331.2
361,central,f,bachelor,5678.05,37823.32,76.0,0.0,personal auto,four-door car,364.8
362,west region,f,bachelor,12101.21,37823.32,112.0,0.0,personal auto,sports car,1252.41
363,north west,m,bachelor,2453.57,29735.0,69.0,0.0,personal auto,four-door car,331.2
364,west region,m,high school or below,5075.66,23082.0,65.0,0.0,special auto,four-door car,312.0
365,central,m,bachelor,3214.98,53984.0,80.0,0.0,corporate auto,four-door car,421.48
366,west region,f,college,12275.34,52135.0,156.0,0.0,personal auto,suv,430.51
367,west region,f,college,2722.21,17576.0,71.0,0.0,corporate auto,four-door car,398.5
368,north west,f,bachelor,2457.44,29486.0,62.0,0.0,personal auto,four-door car,7.65
369,north west,f,master,3554.85,58557.0,88.0,0.0,corporate auto,four-door car,55.51
370,west region,m,bachelor,4929.55,25632.0,63.0,0.0,personal auto,two-door car,351.27
371,west region,f,high school or below,8036.45,37823.32,112.0,0.0,personal auto,sports car,806.4
372,central,m,bachelor,4276.92,18768.0,68.0,3.0,corporate auto,four-door car,647.45
373,west region,f,bachelor,33473.35,33190.0,106.0,0.0,personal auto,suv,508.8
374,north west,f,master,5960.58,47945.0,74.0,0.0,personal auto,two-door car,128.44
375,central,m,college,44795.47,58778.0,126.0,0.0,special auto,suv,302.03
376,west region,f,high school or below,3832.12,15192.0,100.0,0.0,personal auto,suv,480.0
377,west region,f,bachelor,6837.93,51859.0,171.0,0.0,personal auto,suv,1003.16
378,central,f,high school or below,5285.27,23422.0,72.0,0.0,personal auto,two-door car,518.4
379,west region,f,college,3096.51,21604.0,79.0,0.0,corporate auto,four-door car,379.2
380,central,m,college,3589.71,79298.0,90.0,0.0,personal auto,four-door car,244.36
381,central,f,bachelor,2582.41,76731.0,64.0,0.0,special auto,four-door car,201.46
382,east,m,college,3403.92,38460.0,88.0,1.0,personal auto,four-door car,91.55
383,central,f,college,13575.68,48534.0,115.0,1.0,personal auto,suv,552.0
384,east,m,doctor,3436.13,30817.0,88.0,0.0,corporate auto,four-door car,91.83
385,north west,f,college,28685.83,48412.0,104.0,0.0,personal auto,suv,707.43
386,east,m,bachelor,4502.68,68798.0,114.0,0.0,personal auto,suv,92.92
387,north west,m,bachelor,6183.11,23712.0,85.0,0.0,personal auto,four-door car,376.13
388,west region,m,college,3873.65,28142.0,105.0,0.0,personal auto,sports car,701.71
389,west region,f,master,18929.33,72196.0,68.0,0.0,personal auto,four-door car,152.18
390,west region,m,master,5553.3,68197.0,69.0,0.0,personal auto,four-door car,176.82
391,west region,m,bachelor,5011.26,75248.0,63.0,0.0,corporate auto,four-door car,104.45
392,west region,f,college,10442.45,37823.32,98.0,0.0,personal auto,four-door car,941.72
393,central,m,bachelor,2199.62,37823.32,65.0,1.0,personal auto,two-door car,468.0
394,east,f,master,5123.17,89879.0,63.0,0.0,personal auto,two-door car,94.03
395,north west,m,high school or below,7484.31,46998.0,96.0,0.0,corporate auto,four-door car,460.8
396,north west,m,bachelor,2613.02,57099.0,67.0,0.0,personal auto,two-door car,67.86
397,central,f,bachelor,9080.64,33897.0,114.0,0.0,corporate auto,suv,539.84
398,central,f,high school or below,13770.98,59207.0,116.0,0.0,personal auto,four-door car,556.8
399,north west,m,high school or below,2876.82,40171.0,73.0,0.0,personal auto,four-door car,350.4
400,east,m,doctor,5408.91,80192.0,67.0,0.0,personal auto,four-door car,95.19
401,east,m,high school or below,6770.31,74422.0,85.0,1.0,personal auto,four-door car,95.34
402,north west,m,college,24143.88,37823.32,87.0,0.0,special auto,four-door car,626.4
403,central,f,college,3538.06,37823.32,67.0,5.0,personal auto,four-door car,321.6
404,central,f,bachelor,29091.24,34226.0,244.0,0.0,personal auto,luxury suv,494.4
405,west region,f,high school or below,19834.2,65989.0,123.0,1.0,personal auto,suv,115.55
406,north west,m,high school or below,4731.37,30686.0,61.0,0.0,corporate auto,four-door car,19.94
407,west region,f,master,35537.85,37823.32,113.0,0.0,personal auto,sports car,799.93
408,central,f,high school or below,34611.38,20090.0,109.0,0.0,personal auto,sports car,523.2
409,west region,m,high school or below,20216.31,37823.32,183.0,0.0,personal auto,luxury suv,878.4
410,north west,m,college,13976.52,77094.0,176.0,0.0,personal auto,suv,444.47
411,west region,f,college,5904.09,97413.0,73.0,0.0,personal auto,four-door car,268.82
412,north west,f,master,5595.84,79189.0,69.0,0.0,corporate auto,four-door car,331.2
413,west region,f,high school or below,2294.3,37823.32,62.0,0.0,personal auto,two-door car,297.6
414,central,f,college,6273.91,18577.0,86.0,0.0,personal auto,four-door car,412.8
415,north west,f,college,3726.73,37823.32,112.0,1.0,special auto,sports car,806.4
416,east,m,high school or below,2656.71,62777.0,67.0,0.0,personal auto,two-door car,101.29
417,north west,m,bachelor,5110.68,37823.32,74.0,0.0,corporate auto,four-door car,532.8
418,central,m,college,7126.6,17483.0,183.0,0.0,personal auto,luxury car,1317.6
419,north west,m,master,4601.63,84394.0,114.0,0.0,personal auto,suv,691.41
420,north west,m,college,9155.24,37823.32,127.0,0.0,personal auto,sports car,804.81
421,north west,f,college,14808.06,41440.0,62.0,1.0,personal auto,four-door car,297.6
422,central,m,high school or below,8901.68,37823.32,136.0,1.0,personal auto,sports car,1090.86
423,north west,f,college,5734.6,98132.0,71.0,0.0,personal auto,two-door car,50.59
424,north west,f,high school or below,4177.7,37823.32,112.0,0.0,personal auto,four-door car,537.6
425,west region,m,bachelor,27776.29,88220.0,230.0,0.0,personal auto,luxury car,151.53
426,central,f,master,10364.35,58327.0,129.0,0.0,personal auto,suv,347.08
427,north west,m,master,7851.9,25950.0,66.0,0.0,personal auto,two-door car,271.7
428,north west,m,high school or below,4772.94,20993.0,133.0,0.0,corporate auto,suv,638.4
429,north west,m,high school or below,14226.5,65726.0,177.0,0.0,corporate auto,suv,849.6
430,east,m,bachelors,2875.43,84768.0,72.0,0.0,personal auto,two-door car,110.48
431,east,f,bachelor,5041.3,36234.0,63.0,0.0,personal auto,four-door car,113.53
432,west region,m,college,4362.93,58842.0,110.0,0.0,personal auto,four-door car,528.0
433,north west,f,master,9624.52,25629.0,124.0,2.0,corporate auto,sports car,595.2
434,east,f,college,21914.41,77311.0,181.0,0.0,personal auto,suv,113.61
435,west region,m,doctor,6948.42,37823.32,196.0,2.0,personal auto,luxury suv,1337.06
436,east,m,high school or below,2471.53,95697.0,61.0,0.0,personal auto,two-door car,114.27
437,north west,f,bachelor,21903.91,22254.0,79.0,0.0,personal auto,four-door car,125.19
438,central,m,high school or below,9028.82,65974.0,113.0,0.0,personal auto,sports car,235.22
439,north west,f,college,5303.76,37823.32,76.0,0.0,personal auto,four-door car,395.34
440,east,m,high school or below,20708.26,92079.0,65.0,1.0,corporate auto,four-door car,114.8
441,central,m,high school or below,5123.77,37823.32,74.0,0.0,personal auto,two-door car,772.8
442,north west,m,college,9492.34,37823.32,132.0,0.0,personal auto,suv,633.6
443,north west,f,high school or below,8204.86,37823.32,73.0,0.0,personal auto,four-door car,350.4
444,central,f,college,9877.3,67752.0,131.0,4.0,personal auto,sports car,168.52
445,west region,f,bachelor,4815.01,25398.0,64.0,0.0,corporate auto,four-door car,307.2
446,west region,m,high school or below,6277.01,37823.32,88.0,0.0,personal auto,four-door car,633.6
447,west region,m,high school or below,8260.64,33321.0,105.0,0.0,special auto,suv,504.0
448,central,m,bachelor,2549.45,37823.32,78.0,0.0,corporate auto,four-door car,845.65
449,east,,college,11318.09,38923.0,99.0,2.0,personal auto,four-door car,115.73
450,north west,f,bachelor,3803.92,20325.0,100.0,0.0,personal auto,sports car,668.29
451,north west,m,bachelor,8635.4,13129.0,117.0,0.0,personal auto,suv,700.9
452,north west,f,high school or below,5510.56,37823.32,73.0,0.0,personal auto,four-door car,525.6
453,central,m,master,3585.88,49080.0,91.0,0.0,corporate auto,four-door car,25.3
454,central,m,college,4889.25,42536.0,63.0,0.0,personal auto,four-door car,375.33
455,north west,m,bachelor,2756.94,29926.0,74.0,0.0,corporate auto,four-door car,418.23
456,central,m,doctor,3289.55,37823.32,86.0,0.0,corporate auto,two-door car,398.24
457,west region,f,bachelor,10937.18,21450.0,138.0,0.0,personal auto,sports car,938.51
458,west region,m,high school or below,7375.57,33345.0,65.0,0.0,corporate auto,four-door car,338.62
459,west region,f,bachelor,10110.78,15752.0,90.0,0.0,corporate auto,two-door car,339.34
460,north west,f,high school or below,5119.41,40169.0,65.0,1.0,personal auto,four-door car,302.82
461,west region,f,college,8533.83,26049.0,113.0,1.0,personal auto,suv,619.17
462,central,m,college,2224.77,37823.32,68.0,0.0,personal auto,four-door car,326.4
463,central,m,doctor,8042.8,55411.0,100.0,0.0,personal auto,sports car,259.56
464,north west,m,college,2554.44,12459.0,70.0,0.0,personal auto,four-door car,336.0
465,north west,m,bachelor,18073.94,64620.0,76.0,1.0,personal auto,two-door car,364.8
466,west region,m,bachelor,2430.51,83140.0,61.0,0.0,corporate auto,four-door car,179.16
467,north west,f,bachelor,3167.66,37823.32,92.0,0.0,corporate auto,four-door car,662.4
468,central,f,bachelor,5465.6,54422.0,68.0,0.0,corporate auto,four-door car,75.5
469,west region,m,college,10357.51,68309.0,131.0,0.0,corporate auto,suv,306.98
470,west region,m,high school or below,2537.81,56621.0,65.0,2.0,personal auto,four-door car,84.03
471,central,f,college,2821.95,38977.0,70.0,0.0,special auto,four-door car,139.49
472,central,m,bachelor,7757.13,37823.32,111.0,0.0,corporate auto,two-door car,607.45
473,central,m,high school or below,4079.13,37823.32,114.0,0.0,corporate auto,two-door car,631.12
474,central,f,college,5955.54,37823.32,83.0,0.0,personal auto,four-door car,628.02
475,north west,f,bachelor,14158.61,83235.0,70.0,0.0,personal auto,two-door car,336.0
476,central,m,college,8487.24,37823.32,74.0,0.0,personal auto,two-door car,426.66
477,central,m,college,6285.48,32390.0,80.0,0.0,personal auto,four-door car,91.42
478,north west,f,high school or below,11473.48,66538.0,95.0,0.0,personal auto,two-door car,317.84
479,east,f,college,4942.63,23285.0,65.0,0.0,personal auto,two-door car,118.45
480,north west,m,bachelor,23594.68,76358.0,66.0,0.0,personal auto,four-door car,86.46
481,east,m,master,2572.51,21104.0,66.0,0.0,personal auto,four-door car,118.45
482,central,f,college,5380.9,55350.0,67.0,0.0,personal auto,four-door car,321.6
483,west region,f,college,4770.55,12964.0,65.0,0.0,personal auto,two-door car,362.77
484,central,f,master,6756.65,33288.0,86.0,2.0,personal auto,four-door car,221.86
485,central,f,college,5936.01,37823.32,84.0,0.0,personal auto,four-door car,980.17
486,central,f,bachelor,3570.76,56168.0,88.0,0.0,personal auto,four-door car,614.68
487,west region,m,college,6019.96,37823.32,92.0,0.0,personal auto,four-door car,662.4
488,north west,m,high school or below,5426.86,23105.0,69.0,0.0,personal auto,two-door car,331.2
489,north west,f,master,2730.31,36218.0,68.0,0.0,personal auto,four-door car,145.25
490,west region,f,high school or below,4982.68,52275.0,62.0,0.0,corporate auto,four-door car,374.24
491,north west,f,college,8769.27,49665.0,74.0,0.0,personal auto,four-door car,355.2
492,central,m,high school or below,4220.61,32471.0,110.0,0.0,personal auto,two-door car,528.0
493,central,m,high school or below,11537.51,37823.32,86.0,1.0,corporate auto,two-door car,619.2
494,west region,f,master,5887.18,62773.0,73.0,0.0,personal auto,four-door car,80.67
495,west region,f,college,4700.58,76694.0,117.0,0.0,personal auto,suv,561.6
496,north west,m,high school or below,10963.96,55687.0,276.0,0.0,personal auto,luxury suv,1324.8
497,central,f,high school or below,2523.17,37823.32,70.0,0.0,personal auto,four-door car,504.0
498,central,m,doctor,3757.8,36633.0,96.0,1.0,personal auto,four-door car,460.8
499,north west,m,high school or below,12941.73,77060.0,106.0,0.0,personal auto,suv,468.57
500,central,f,bachelor,3764.47,92600.0,94.0,0.0,corporate auto,two-door car,842.44
501,west region,m,high school or below,6889.56,37823.32,66.0,0.0,personal auto,four-door car,475.2
502,central,m,college,3623.45,37823.32,111.0,2.0,corporate auto,suv,1171.93
503,central,m,college,7582.11,64801.0,64.0,0.0,personal auto,four-door car,268.47
504,north west,f,college,8277.75,45257.0,103.0,0.0,corporate auto,two-door car,494.4
505,west region,m,high school or below,2576.46,26854.0,66.0,0.0,personal auto,four-door car,475.2
506,north west,f,college,8205.39,85840.0,102.0,2.0,corporate auto,suv,138.72
507,north west,f,doctor,19582.47,26463.0,72.0,0.0,corporate auto,four-door car,345.6
508,central,f,bachelor,6481.53,30689.0,81.0,0.0,personal auto,four-door car,467.25
509,north west,m,high school or below,2599.31,29590.0,66.0,0.0,corporate auto,two-door car,467.5
510,north west,f,college,9830.34,25965.0,253.0,0.0,personal auto,luxury suv,1214.4
511,north west,m,bachelor,10442.65,17269.0,139.0,0.0,personal auto,suv,667.2
512,north west,m,college,36057.54,90330.0,137.0,3.0,corporate auto,sports car,192.09
513,west region,f,high school or below,8470.04,37823.32,113.0,0.0,corporate auto,suv,619.97
514,west region,f,high school or below,8278.79,37823.32,110.0,0.0,personal auto,four-door car,1002.78
515,west region,f,high school or below,4788.93,37823.32,67.0,1.0,personal auto,two-door car,321.6
516,central,f,bachelor,3088.0,18558.0,80.0,0.0,special auto,four-door car,384.0
517,central,m,bachelor,4443.74,46384.0,113.0,0.0,corporate auto,four-door car,251.77
518,north west,f,high school or below,7984.09,37823.32,72.0,0.0,personal auto,two-door car,866.21
519,north west,f,college,7180.97,42303.0,180.0,0.0,personal auto,luxury suv,1210.92
520,west region,f,bachelor,15656.03,71731.0,130.0,0.0,corporate auto,suv,599.65
521,north west,m,high school or below,5780.18,51066.0,74.0,0.0,corporate auto,four-door car,787.99
522,west region,m,college,20714.94,37823.32,203.0,0.0,corporate auto,luxury car,2027.72
523,central,f,bachelor,5337.35,37823.32,86.0,3.0,personal auto,four-door car,619.2
524,central,m,college,5050.83,37823.32,69.0,0.0,personal auto,two-door car,72.85
525,central,f,high school or below,5116.62,26173.0,68.0,1.0,corporate auto,four-door car,449.82
526,north west,m,bachelor,7268.74,24445.0,63.0,0.0,personal auto,two-door car,302.4
